track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Wave Dance,Artist_336,Jazz,Travel,0.797,0.673,0.695,103.51,275934,28
Fire Beat,Artist_22,Country,Party,0.72,0.691,0.006,112.89,189524,57
Dream Sky,Artist_101,Country,Sleep,0.086,0.046,0.403,104.2,299298,41
Beat Heart Sky,Artist_387,Indie,Romantic,0.464,0.339,0.042,188.45,84759,73
Dance Wave Dream,Artist_181,Classical,Focus,0.174,0.412,0.673,175.73,216819,89
Heart Night,Artist_308,EDM,Party,0.337,0.097,0.969,141.11,227400,50
Night Love Dance,Artist_154,EDM,Focus,0.018,0.236,0.655,187.71,329937,90
Love Light,Artist_441,Rock,Party,0.4,0.052,0.224,184.1,207772,90
Night Heart Beat,Artist_383,Pop,Chill,0.55,0.996,0.355,189.88,169795,61
Dance Light Fire,Artist_8,Hip-Hop,Workout,0.62,0.737,0.977,91.05,79347,69
Love Fire Night,Artist_296,Jazz,Focus,0.663,0.087,0.224,160.45,284028,63
Heart Sky Fire,Artist_151,Jazz,Chill,0.836,0.02,0.562,145.29,344127,81
Dream Dance,Artist_86,EDM,Sleep,0.215,0.719,0.4,162.74,142596,26
Night Sky Heart,Artist_339,EDM,Workout,0.12,0.439,0.768,96.87,159428,26
Dream Beat Love,Artist_296,Country,Focus,0.852,0.787,0.867,157.27,290489,73
Wave Dream,Artist_145,Country,Romantic,0.157,0.923,0.341,117.38,202212,23
Sky Beat Light,Artist_33,EDM,Workout,0.975,0.599,0.66,176.77,133303,52
Dance Dream,Artist_423,Indie,Party,0.843,0.187,0.549,171.35,146142,88
Love Dance Beat,Artist_93,Hip-Hop,Travel,0.501,0.782,0.278,89.59,359626,73
Sky Dream Love,Artist_161,Country,Travel,0.981,0.956,0.272,85.74,251789,74
Beat Fire Dream,Artist_290,Jazz,Sleep,0.097,0.58,0.539,160.48,264269,70
Night Fire Heart,Artist_230,Classical,Romantic,0.303,0.682,0.154,137.07,167251,4
Light Beat,Artist_319,Bollywood,Travel,0.638,0.337,0.811,138.01,301336,1
Beat Dream Heart,Artist_320,Jazz,Party,0.35,0.382,0.069,165.35,179559,6
Fire Light,Artist_379,Country,Sleep,0.928,0.735,0.095,179.7,288772,56
Light Dance Love,Artist_421,Rock,Romantic,0.066,0.928,0.342,93.45,188612,29
Love Sky Beat,Artist_302,Bollywood,Romantic,0.549,0.629,0.118,137.78,191000,3
Dream Love,Artist_19,Rock,Travel,0.591,0.79,0.476,176.05,91018,88
Heart Fire Sky,Artist_374,Pop,Workout,0.653,0.172,0.4,182.19,185872,42
Heart Love,Artist_350,EDM,Romantic,0.256,0.212,0.722,100.24,321498,9
Dance Fire,Artist_117,EDM,Romantic,0.365,0.532,0.953,74.58,183371,81
Night Heart Dance,Artist_390,Country,Travel,0.844,0.177,0.754,92.6,322827,59
Sky Love Heart,Artist_396,Indie,Focus,0.195,0.635,0.179,192.37,225815,38
Heart Beat,Artist_72,EDM,Chill,0.827,0.292,0.936,124.75,166213,42
Love Dance Light,Artist_127,Jazz,Workout,0.563,0.792,0.392,118.6,293380,50
Heart Wave Sky,Artist_286,Pop,Chill,0.762,0.808,0.474,61.83,264005,14
Beat Night,Artist_278,Hip-Hop,Sleep,0.714,0.464,0.422,67.14,110182,45
Fire Light,Artist_364,Bollywood,Romantic,0.208,0.181,0.281,153.62,244575,33
Dream Wave Dance,Artist_230,Rock,Romantic,0.569,0.647,0.895,142.58,166023,20
Beat Dream,Artist_348,Classical,Workout,0.868,0.993,0.332,140.57,133961,34
Fire Dream Love,Artist_215,Pop,Workout,0.432,0.623,0.579,75.45,333256,67
Dream Wave,Artist_240,Classical,Chill,0.967,0.036,0.24,109.29,126028,84
Night Wave Light,Artist_200,Rock,Workout,0.452,0.017,0.797,173.73,268082,67
Heart Dance Beat,Artist_437,Bollywood,Sleep,0.143,0.32,0.774,84.49,176702,70
Dance Night,Artist_221,Indie,Workout,0.389,0.196,0.296,183.58,116686,93
Dream Love Sky,Artist_19,EDM,Romantic,0.952,0.813,0.682,77.01,105284,39
Wave Light,Artist_324,Hip-Hop,Party,0.32,0.845,0.704,83.68,166840,43
Night Sky Light,Artist_199,Pop,Chill,0.868,0.259,0.563,126.88,196958,95
Wave Light Fire,Artist_426,Hip-Hop,Travel,0.881,0.326,0.601,192.34,133992,39
Heart Dream,Artist_85,Indie,Chill,0.35,0.236,0.574,106.14,251991,85
Beat Love,Artist_431,Country,Romantic,0.083,0.908,0.082,152.15,89415,44
Wave Dream,Artist_373,Rock,Workout,0.725,0.503,0.67,142.41,209128,1
Love Dream,Artist_269,Classical,Party,0.312,0.656,0.47,80.95,145567,97
Wave Light Love,Artist_296,EDM,Workout,0.783,0.415,0.438,94.74,82772,50
Sky Dream,Artist_481,Classical,Romantic,0.443,0.631,0.86,190.22,101388,74
Sky Dance Night,Artist_164,Country,Travel,0.485,0.386,0.023,85.88,112314,62
Beat Light,Artist_459,Rock,Romantic,0.778,0.34,0.251,157.3,286536,90
Night Dance,Artist_429,Rock,Workout,0.382,0.634,0.121,195.06,134181,3
Love Fire Night,Artist_37,Country,Sleep,0.443,0.591,0.035,76.73,347068,78
Fire Dance Love,Artist_458,Rock,Workout,0.376,0.294,0.276,115.89,108221,8
Love Wave Sky,Artist_104,Indie,Travel,0.367,0.149,0.988,91.35,296009,48
Fire Dream,Artist_400,Hip-Hop,Travel,0.526,0.369,0.27,91.02,236813,96
Dance Dream Sky,Artist_486,Country,Focus,0.809,0.415,0.664,76.66,141019,41
Beat Fire Night,Artist_426,Classical,Romantic,0.362,0.629,0.118,150.94,339109,36
Dream Sky Dance,Artist_159,EDM,Focus,0.524,0.915,0.602,164.49,226502,91
Fire Light Love,Artist_9,Country,Chill,0.671,0.036,0.984,154.75,278344,57
Wave Love,Artist_332,Classical,Chill,0.269,0.244,0.292,189.45,222879,97
Heart Sky Love,Artist_109,Country,Workout,0.278,0.194,0.848,80.4,75966,85
Heart Light,Artist_289,Indie,Travel,0.933,0.502,0.998,104.78,64258,90
Night Fire Light,Artist_314,Classical,Party,0.724,0.43,0.589,108.24,329067,78
Dance Dream,Artist_419,Classical,Workout,0.577,0.729,0.309,92.49,283535,43
Dream Light Night,Artist_499,Pop,Focus,0.648,0.242,0.674,79.91,168862,28
Wave Night,Artist_241,Pop,Sleep,0.029,0.594,0.845,128.14,85605,92
Fire Heart Love,Artist_282,Hip-Hop,Party,0.618,0.884,0.171,176.82,303545,85
Wave Beat Love,Artist_112,Bollywood,Romantic,0.51,0.911,0.453,193.64,92868,59
Beat Wave,Artist_274,Hip-Hop,Party,0.546,0.959,0.319,78.11,135111,29
Beat Heart Dream,Artist_237,Country,Workout,0.359,0.773,0.283,175.24,106210,38
Dream Light Sky,Artist_147,Country,Sleep,0.081,0.906,0.861,175.44,316385,34
Fire Dance Sky,Artist_149,Bollywood,Party,0.193,0.235,0.422,114.46,78130,65
Love Dance Wave,Artist_343,EDM,Party,0.951,0.198,0.339,75.4,156550,20
Sky Love Beat,Artist_359,Country,Chill,0.409,0.006,0.604,198.6,211947,26
Heart Beat Love,Artist_335,Pop,Sleep,0.467,0.707,0.219,151.78,253980,27
Love Light,Artist_100,Indie,Sleep,0.053,0.937,0.23,197.51,140163,23
Night Dream,Artist_11,Hip-Hop,Chill,0.038,0.187,0.52,127.71,84041,71
Dream Wave,Artist_271,Pop,Focus,0.717,0.637,0.409,115.33,331624,22
Heart Sky,Artist_52,Pop,Workout,0.538,0.746,0.295,94.61,114012,47
Wave Love,Artist_262,Country,Sleep,0.509,0.928,0.054,197.7,326314,99
Sky Light Love,Artist_101,Pop,Sleep,0.243,0.647,0.521,95.46,293524,68
Dream Wave,Artist_209,EDM,Romantic,0.745,0.97,0.817,63.33,92805,93
Fire Wave Light,Artist_123,Indie,Chill,0.168,0.345,0.851,131.75,235909,67
Love Dream,Artist_83,Pop,Romantic,0.19,0.35,0.235,112.79,234496,66
Heart Night,Artist_354,Rock,Romantic,0.461,0.543,0.6,96.59,64806,69
Dream Heart,Artist_388,Indie,Travel,0.286,0.384,0.856,148.85,228683,82
Heart Love Night,Artist_292,Classical,Workout,0.247,0.001,0.409,111.0,182452,98
Heart Sky,Artist_341,Jazz,Chill,0.645,0.732,0.932,116.32,76662,15
Love Fire Beat,Artist_105,EDM,Travel,0.651,0.752,0.903,63.23,109605,44
Fire Wave Light,Artist_325,Indie,Romantic,0.825,0.747,0.208,142.47,146623,51
Dream Sky,Artist_320,EDM,Party,0.418,0.345,0.259,77.09,211920,65
Beat Dream,Artist_447,Hip-Hop,Travel,0.073,0.522,0.18,89.93,240524,86
Dream Love Light,Artist_351,Hip-Hop,Party,0.274,0.36,0.196,160.4,167212,25
Wave Light Fire,Artist_420,EDM,Sleep,0.98,0.016,0.908,103.85,66042,61
Dream Sky,Artist_230,EDM,Workout,0.596,0.562,0.931,82.85,184255,17
Night Dream Love,Artist_362,EDM,Sleep,0.71,0.124,0.052,140.84,289570,97
Heart Beat Wave,Artist_5,Bollywood,Sleep,0.007,0.08,0.594,90.09,263001,52
Love Night,Artist_93,Country,Focus,0.518,0.755,0.564,97.94,310113,58
Fire Dance,Artist_198,Pop,Workout,0.038,0.01,0.391,146.99,119323,81
Fire Night Dance,Artist_386,Country,Travel,0.569,0.959,0.632,163.58,139297,57
Sky Heart Wave,Artist_196,Classical,Focus,0.921,0.515,0.947,163.55,205466,38
Night Love,Artist_125,Bollywood,Romantic,0.968,0.983,0.17,127.51,336027,69
Dream Sky Night,Artist_262,Pop,Chill,0.541,0.058,0.12,123.6,340085,37
Dance Heart,Artist_86,Pop,Travel,0.458,0.584,0.033,170.27,247753,75
Wave Dream,Artist_450,Rock,Focus,0.945,0.349,0.364,87.02,288269,76
Beat Dance,Artist_3,EDM,Sleep,0.674,0.843,0.338,81.31,161428,34
Fire Night,Artist_242,Country,Chill,0.065,0.361,0.431,153.06,124048,35
Heart Fire Beat,Artist_63,Rock,Party,0.466,0.26,0.503,117.33,247343,60
Beat Sky,Artist_179,Hip-Hop,Sleep,0.24,0.858,0.758,159.4,134225,39
Heart Dream Beat,Artist_478,Jazz,Workout,0.47,0.375,0.392,95.92,295674,46
Beat Night Dream,Artist_159,Bollywood,Romantic,0.455,0.017,0.331,105.48,132682,16
Wave Beat,Artist_287,Hip-Hop,Travel,0.582,0.39,0.827,185.53,67914,88
Dance Fire,Artist_41,Classical,Romantic,0.357,0.655,0.85,119.03,122953,31
Love Dream,Artist_283,Hip-Hop,Sleep,0.164,0.254,0.233,142.73,275837,14
Heart Dream Sky,Artist_167,Classical,Party,0.504,0.432,0.315,74.94,125129,47
Fire Dream,Artist_61,Classical,Sleep,0.83,0.057,0.825,85.04,337535,32
Night Heart,Artist_114,Indie,Workout,0.664,0.588,0.079,65.02,150006,77
Heart Wave,Artist_115,Pop,Travel,0.338,0.756,0.326,119.41,178051,17
Heart Night,Artist_423,Pop,Travel,0.936,0.413,0.448,198.45,300137,56
Fire Dream Night,Artist_444,Hip-Hop,Focus,0.912,0.42,0.187,182.34,161690,36
Sky Fire,Artist_54,EDM,Chill,0.209,0.088,0.18,148.61,351429,42
Light Dance,Artist_40,Rock,Chill,0.039,0.202,0.425,180.55,154837,82
Wave Dance Dream,Artist_417,Pop,Chill,0.741,0.155,0.755,143.18,185596,19
Dance Dream Heart,Artist_241,Bollywood,Romantic,0.828,0.482,0.84,111.63,96106,7
Dream Wave Night,Artist_261,Indie,Workout,0.968,0.529,0.979,84.3,182865,55
Sky Heart,Artist_213,Hip-Hop,Chill,0.89,0.949,0.074,151.43,286725,30
Wave Dream,Artist_29,Classical,Focus,0.601,0.073,0.217,87.03,248660,76
Sky Light,Artist_175,Classical,Workout,0.53,0.6,0.757,118.44,181946,75
Dance Love Beat,Artist_225,Bollywood,Travel,0.028,0.526,0.541,175.61,176147,29
Beat Fire Light,Artist_425,Pop,Party,0.247,0.516,0.328,78.09,263392,67
Dream Light,Artist_230,EDM,Focus,0.46,0.873,0.206,78.06,157768,34
Heart Night Wave,Artist_208,Indie,Travel,0.629,0.206,0.28,91.42,146029,34
Dream Heart,Artist_432,Indie,Travel,0.557,0.041,0.429,137.27,67042,95
Light Sky Beat,Artist_232,Hip-Hop,Party,0.743,0.672,0.177,95.24,164733,86
Love Light Heart,Artist_253,Classical,Workout,0.28,0.345,0.964,130.45,314622,2
Light Wave Fire,Artist_37,Country,Workout,0.565,0.018,0.108,102.28,126221,27
Heart Beat,Artist_304,Indie,Chill,0.088,0.251,0.986,130.87,294403,47
Dream Beat Wave,Artist_70,Indie,Focus,0.414,0.309,0.842,98.87,111126,96
Light Sky,Artist_361,Classical,Focus,0.75,0.617,0.423,197.2,116746,57
Dance Dream Light,Artist_401,Indie,Chill,0.693,0.173,0.74,128.98,183891,99
Sky Fire Heart,Artist_448,Bollywood,Chill,0.991,0.413,0.672,164.11,135112,17
Night Beat Dream,Artist_417,Jazz,Focus,0.278,0.482,0.213,158.08,294840,98
Dream Wave,Artist_341,Pop,Sleep,0.498,0.459,0.339,128.68,163419,26
Love Night Dream,Artist_287,Country,Travel,0.33,0.974,0.513,93.44,214865,10
Beat Dream Sky,Artist_283,Jazz,Party,0.441,0.046,0.638,131.5,251542,39
Dream Light Beat,Artist_311,EDM,Romantic,0.857,0.951,0.543,155.34,76950,9
Wave Sky,Artist_70,Indie,Party,0.684,0.582,0.473,124.39,88493,25
Love Night,Artist_391,Hip-Hop,Workout,0.882,0.796,0.443,71.47,182583,20
Dream Fire,Artist_18,Country,Travel,0.204,0.43,0.498,62.52,313057,15
Night Sky Dream,Artist_448,Pop,Party,0.873,0.454,0.434,105.9,120914,91
Love Beat,Artist_117,Rock,Chill,0.06,0.879,0.541,81.03,189659,11
Dream Dance Love,Artist_31,Pop,Party,0.889,0.896,0.888,186.87,309904,16
Beat Wave,Artist_472,Pop,Sleep,0.329,0.239,0.633,84.62,222111,94
Sky Heart,Artist_80,Bollywood,Romantic,0.315,0.199,0.723,115.2,64348,22
Wave Heart,Artist_272,Jazz,Chill,0.512,0.496,0.597,159.69,326070,62
Fire Dream Night,Artist_497,Classical,Romantic,0.941,0.9,0.643,174.16,215015,24
Sky Love Light,Artist_228,Indie,Party,0.048,0.322,0.578,126.88,153252,88
Wave Night,Artist_164,Classical,Workout,0.352,0.652,0.027,85.36,268313,36
Night Fire,Artist_412,Rock,Sleep,0.857,0.708,1.0,97.93,308637,18
Heart Fire,Artist_225,Country,Focus,0.396,0.779,0.034,118.66,61400,20
Dream Wave,Artist_139,Pop,Chill,0.199,0.564,0.395,111.04,191023,8
Dance Night Light,Artist_18,Classical,Party,0.425,0.402,0.105,108.81,312090,15
Beat Love,Artist_184,Hip-Hop,Focus,0.386,0.967,0.097,78.46,66255,77
Beat Love,Artist_258,Pop,Romantic,0.915,0.611,0.794,187.86,188183,78
Dance Wave,Artist_320,Hip-Hop,Workout,0.762,0.729,0.426,64.17,359300,47
Heart Beat,Artist_386,Hip-Hop,Sleep,0.505,0.345,0.801,121.6,101915,88
Beat Night Wave,Artist_465,Jazz,Workout,0.988,0.67,0.273,197.25,152520,24
Dance Beat,Artist_96,Pop,Focus,0.465,0.258,0.256,152.36,318549,47
Beat Sky,Artist_122,EDM,Party,0.058,0.245,0.251,109.76,223837,18
Light Heart,Artist_348,Indie,Sleep,0.262,0.715,0.616,80.45,94588,32
Love Heart,Artist_429,EDM,Sleep,0.436,0.521,0.815,194.94,84290,99
Dance Dream,Artist_7,Indie,Party,0.157,0.683,0.452,61.96,244968,84
Sky Beat,Artist_108,Jazz,Travel,0.948,0.269,0.379,155.39,91699,42
Dance Beat,Artist_214,Jazz,Focus,0.767,0.599,0.974,183.22,174115,96
Fire Night,Artist_7,Bollywood,Focus,0.268,0.444,0.117,63.52,317194,37
Fire Beat,Artist_194,Country,Sleep,0.591,0.597,0.487,161.52,77763,33
Love Sky,Artist_225,Hip-Hop,Romantic,0.721,0.291,0.408,199.84,253995,1
Night Beat Sky,Artist_251,Country,Party,0.941,0.715,0.098,149.55,149958,92
Fire Night,Artist_272,Indie,Sleep,0.882,0.806,0.268,118.06,195419,27
Heart Sky Light,Artist_247,Bollywood,Focus,0.515,0.26,0.028,182.42,85607,17
Fire Dance,Artist_57,EDM,Workout,0.775,0.301,0.877,137.59,89257,46
Dance Wave,Artist_305,Indie,Sleep,0.562,0.661,0.608,164.92,274335,79
Light Heart Dance,Artist_447,EDM,Chill,0.553,0.696,0.815,142.29,212726,78
Love Beat Fire,Artist_330,EDM,Chill,0.115,0.704,0.522,65.36,273596,95
Wave Sky Dream,Artist_87,EDM,Travel,0.126,0.683,0.6,89.84,345047,34
Sky Beat,Artist_137,Hip-Hop,Romantic,0.53,0.393,0.701,71.03,279575,3
Dance Heart,Artist_389,EDM,Workout,0.269,0.395,0.908,74.94,191663,56
Night Light Dance,Artist_306,Country,Sleep,0.021,0.255,0.092,62.16,84422,12
Night Dance,Artist_242,Bollywood,Workout,0.723,0.157,0.331,118.96,123215,26
Dream Sky,Artist_340,Country,Sleep,0.032,0.693,0.709,85.01,115315,24
Love Dream,Artist_476,EDM,Workout,0.595,0.093,0.958,179.8,145874,60
Light Fire Dance,Artist_90,Bollywood,Chill,0.539,0.938,0.981,165.01,107048,58
Sky Wave Night,Artist_194,Country,Sleep,0.969,0.827,0.638,140.24,230619,63
Dream Fire Sky,Artist_166,EDM,Romantic,0.484,0.858,0.194,128.46,174503,98
Beat Heart Fire,Artist_175,Pop,Travel,0.064,0.907,0.119,95.82,285704,8
Wave Sky Dance,Artist_385,Bollywood,Workout,0.552,0.409,0.946,126.49,258884,76
Dream Heart,Artist_451,Bollywood,Party,0.841,0.847,0.434,149.77,87220,73
Light Heart Fire,Artist_239,Classical,Romantic,0.997,0.158,0.195,169.51,252489,26
Dream Beat Love,Artist_33,Country,Sleep,0.43,0.022,0.934,71.44,297471,58
Dance Dream Fire,Artist_97,Indie,Sleep,0.32,0.785,0.105,159.19,230916,38
Sky Night Love,Artist_473,Country,Sleep,0.907,0.075,0.73,163.98,159181,49
Wave Heart,Artist_208,Hip-Hop,Travel,0.191,0.989,0.625,138.26,143996,43
Light Heart,Artist_145,Bollywood,Sleep,0.615,0.675,0.088,90.0,107238,59
Dance Sky Dream,Artist_296,Classical,Party,0.406,0.753,0.339,135.49,311431,83
Beat Sky,Artist_431,Country,Travel,0.041,0.246,0.15,130.38,191172,21
Heart Love,Artist_213,Indie,Workout,0.347,0.674,0.604,126.6,199639,13
Wave Fire,Artist_245,Rock,Sleep,0.265,0.043,0.477,124.49,125427,99
Light Night Sky,Artist_486,Jazz,Workout,0.686,0.838,0.004,75.52,194454,3
Love Sky Dance,Artist_133,Pop,Romantic,0.949,0.17,0.976,85.6,120855,89
Night Sky Fire,Artist_358,Pop,Party,0.268,0.697,0.35,73.63,300308,32
Light Wave Sky,Artist_187,Pop,Romantic,0.811,0.224,0.258,93.95,263900,21
Fire Dance Love,Artist_49,Hip-Hop,Workout,0.055,0.068,0.222,96.89,152064,14
Beat Night Dance,Artist_356,EDM,Workout,0.538,0.481,0.159,94.31,208501,95
Beat Sky Wave,Artist_382,EDM,Sleep,0.071,0.169,0.999,89.53,78481,8
Dream Beat Fire,Artist_159,Classical,Workout,0.934,0.729,0.295,162.96,245045,7
Light Night Heart,Artist_162,Bollywood,Workout,0.766,0.238,0.406,174.6,279201,99
Night Light Heart,Artist_118,Classical,Party,0.658,0.342,0.871,105.8,217662,83
Love Dream,Artist_232,EDM,Focus,0.824,0.567,0.642,102.72,124641,59
Dance Dream Night,Artist_183,Jazz,Workout,0.648,0.285,0.369,178.16,160653,2
Light Sky,Artist_392,Jazz,Chill,0.969,0.378,0.898,147.35,273375,69
Love Dance Beat,Artist_91,Classical,Chill,0.714,0.816,0.75,101.08,352590,44
Sky Fire,Artist_182,Indie,Sleep,0.925,0.179,0.228,159.91,324729,66
Beat Wave Love,Artist_228,Country,Travel,0.517,0.082,0.644,108.24,273694,18
Love Fire Light,Artist_369,EDM,Party,0.117,0.328,0.922,142.12,193168,79
Sky Beat Fire,Artist_154,Hip-Hop,Chill,0.528,0.424,0.496,198.97,320686,16
Love Beat,Artist_498,Classical,Party,0.127,0.543,0.734,102.22,175279,12
Dance Fire Love,Artist_414,Country,Travel,0.592,0.372,0.971,190.27,260712,60
Dance Night Dream,Artist_153,Classical,Sleep,0.482,0.79,0.69,104.89,316148,86
Dream Beat,Artist_348,Classical,Romantic,0.623,0.039,0.102,135.64,110612,92
Dance Sky Night,Artist_416,Indie,Focus,0.01,0.432,0.245,124.4,289235,54
Light Dance,Artist_486,Pop,Romantic,0.195,0.382,0.595,169.64,220040,40
Heart Fire Wave,Artist_422,Classical,Chill,0.491,0.648,0.276,68.55,99680,43
Beat Dance,Artist_266,Rock,Romantic,0.951,0.966,0.958,147.8,354750,22
Wave Beat,Artist_273,Classical,Romantic,0.384,0.51,0.405,166.49,279839,4
Sky Dream,Artist_75,EDM,Workout,0.424,0.987,0.457,126.1,345572,76
Beat Love Heart,Artist_439,Pop,Workout,0.715,0.302,0.702,74.74,323414,21
Love Sky Dream,Artist_166,EDM,Sleep,0.604,0.031,0.524,94.27,312926,91
Night Dance,Artist_72,Bollywood,Party,0.299,0.166,0.382,155.15,93049,23
Sky Light,Artist_369,Jazz,Workout,0.411,0.395,0.077,185.36,287541,42
Night Light Beat,Artist_215,Jazz,Romantic,0.218,0.316,0.596,119.03,192901,91
Love Beat Light,Artist_336,Indie,Workout,0.966,0.097,0.868,138.46,183432,41
Dream Love,Artist_432,Pop,Sleep,0.131,0.433,0.686,91.97,358651,16
Beat Dream,Artist_486,Bollywood,Chill,0.372,0.338,0.381,117.71,197348,96
Dance Fire,Artist_310,EDM,Travel,0.026,0.123,0.128,107.15,243188,36
Light Night,Artist_294,Rock,Chill,0.222,0.296,0.816,151.77,82000,17
Dance Night,Artist_496,Rock,Party,0.78,0.886,0.942,197.86,186347,54
Beat Heart,Artist_25,Country,Focus,0.201,0.302,0.388,173.86,271845,82
Fire Dance,Artist_363,Rock,Chill,0.08,0.714,0.729,86.9,207356,91
Dance Love,Artist_58,Bollywood,Sleep,0.474,0.612,0.411,140.88,161111,7
Sky Wave Dream,Artist_418,Rock,Workout,0.01,0.427,0.502,69.3,62919,41
Wave Sky Dream,Artist_267,Jazz,Focus,0.085,0.239,0.836,94.57,217944,62
Fire Light,Artist_188,Country,Focus,0.808,0.369,0.083,84.11,262364,84
Night Fire,Artist_486,Indie,Sleep,0.771,0.592,0.53,106.98,283640,57
Sky Love Night,Artist_54,EDM,Focus,0.915,0.351,0.215,155.03,269204,99
Heart Beat Dance,Artist_391,EDM,Focus,0.855,0.215,0.34,129.92,79959,33
Beat Dream,Artist_474,EDM,Workout,0.683,0.116,0.644,190.61,341102,26
Wave Heart,Artist_53,Classical,Chill,0.052,0.88,0.027,89.78,260372,88
Fire Love Heart,Artist_420,Hip-Hop,Focus,0.783,0.44,0.594,110.99,234279,24
Wave Light Dream,Artist_58,Hip-Hop,Workout,0.846,0.625,0.283,106.18,75150,31
Fire Light Sky,Artist_162,Country,Focus,0.799,0.49,0.669,93.03,110250,27
Love Dream,Artist_377,Rock,Romantic,0.508,0.873,0.142,199.04,205343,49
Dance Light,Artist_222,Jazz,Romantic,0.233,0.547,0.736,114.21,335726,73
Beat Dance,Artist_244,Jazz,Chill,0.845,0.481,0.646,191.67,269940,66
Beat Wave,Artist_458,Hip-Hop,Focus,0.727,0.925,0.971,114.67,256805,70
Fire Night Heart,Artist_128,Classical,Romantic,0.981,0.72,0.911,88.57,319224,31
Night Beat,Artist_404,Rock,Travel,0.156,0.112,0.283,76.69,184971,25
Wave Dream Night,Artist_119,Indie,Romantic,0.226,0.178,0.027,179.78,67098,16
Love Fire Dance,Artist_279,Indie,Romantic,0.212,0.787,0.655,64.49,213585,6
Night Dance,Artist_443,Rock,Party,0.793,0.836,0.603,195.02,168064,87
Wave Dream,Artist_177,Rock,Sleep,0.187,0.545,0.027,118.55,69062,69
Sky Love Dance,Artist_39,Country,Focus,0.067,0.554,0.123,94.63,126045,17
Fire Love,Artist_164,Pop,Romantic,0.999,0.632,0.585,146.44,154503,9
Light Night,Artist_236,Rock,Sleep,0.025,0.439,0.912,78.61,222418,90
Dream Beat Wave,Artist_220,Bollywood,Travel,0.835,0.68,0.907,70.1,256453,62
Wave Beat,Artist_147,Indie,Sleep,0.365,0.108,0.151,175.89,97439,13
Sky Wave,Artist_377,Indie,Focus,0.842,0.961,0.385,119.45,196082,7
Love Wave Dance,Artist_216,Classical,Workout,0.555,0.75,0.043,132.56,323128,18
Light Wave,Artist_254,Jazz,Romantic,0.902,0.631,0.469,84.74,355707,45
Wave Dream Dance,Artist_19,Bollywood,Workout,0.926,0.316,0.753,68.6,176079,24
Night Wave Beat,Artist_333,Pop,Sleep,0.009,0.161,0.79,111.49,165897,55
Beat Night,Artist_189,Classical,Romantic,0.075,0.409,0.499,130.86,190257,32
Night Dream Dance,Artist_31,Country,Chill,0.25,0.662,0.096,167.16,278709,7
Beat Dream Love,Artist_339,Pop,Sleep,0.669,0.634,0.381,130.15,341521,20
Light Dream,Artist_212,Country,Romantic,0.888,0.383,0.932,169.55,228411,98
Fire Night,Artist_385,EDM,Chill,0.46,0.613,0.23,76.16,334735,19
Love Dream Beat,Artist_444,Hip-Hop,Party,0.607,0.814,0.32,68.95,348952,62
Sky Wave,Artist_434,Indie,Focus,0.188,0.026,0.747,82.24,331773,14
Fire Heart Beat,Artist_273,Rock,Travel,0.805,0.451,0.734,168.08,117745,32
Sky Heart,Artist_5,Classical,Focus,0.967,0.759,0.912,166.31,175565,9
Love Night Dream,Artist_497,Jazz,Travel,0.269,0.546,0.388,79.79,79538,49
Sky Dream,Artist_312,Bollywood,Workout,0.495,0.651,0.515,64.34,122785,90
Dream Heart Fire,Artist_279,Classical,Party,0.086,0.517,0.467,155.94,347626,84
Wave Love Night,Artist_104,Indie,Workout,0.559,0.992,0.928,179.74,277433,93
Fire Dance,Artist_259,Classical,Workout,0.503,0.055,0.769,165.58,61095,16
Fire Love Dream,Artist_377,Jazz,Travel,0.144,0.491,0.831,88.39,104482,95
Wave Dance Beat,Artist_108,Classical,Sleep,0.442,0.091,0.133,141.73,356718,24
Fire Beat,Artist_35,Indie,Sleep,0.334,0.16,0.792,166.03,180684,30
Love Dream Sky,Artist_441,Bollywood,Travel,0.522,0.383,0.433,95.82,110828,8
Beat Heart,Artist_299,Country,Travel,0.586,0.156,0.023,133.88,133935,90
